chamado_id,cliente_id,data_abertura,duracao_min,categoria,resolvido
CHA-01418,CLI-0326,2026-04-15,64,instalação,true
CHA-01419,CLI-0326,2026-05-30,18,conexão,true
CHA-01420,CLI-0326,2025-12-13,181,conexão,true
CHA-01421,CLI-0327,2026-05-18,89,conexão,true
CHA-01422,CLI-0328,2026-04-11,88,instalação,true
CHA-01423,CLI-0328,2025-11-08,40,conexão,true
CHA-01424,CLI-0329,2025-11-04,85,instalação,false
CHA-01425,CLI-0329,2025-07-13,35,instalação,true
CHA-01426,CLI-0329,2025-06-30,73,equipamento,true
CHA-01427,CLI-0329,2026-03-31,155,instalação,true
CHA-01428,CLI-0329,2026-03-15,165,conexão,true
CHA-01429,CLI-0330,2025-07-20,87,conexão,true
CHA-01430,CLI-0330,2025-07-01,50,financeiro,true
CHA-01431,CLI-0330,2025-12-18,169,equipamento,true
CHA-01432,CLI-0330,2026-07-07,191,instalação,true
CHA-01433,CLI-0330,2026-03-11,74,conexão,true
CHA-01434,CLI-0330,2025-12-19,118,instalação,true
CHA-01435,CLI-0331,2025-08-08,159,conexão,true
CHA-01436,CLI-0331,2026-03-20,10,equipamento,false
CHA-01437,CLI-0331,2025-08-21,141,instalação,true
CHA-01438,CLI-0331,2026-04-24,55,financeiro,true
CHA-01439,CLI-0331,2026-06-17,38,instalação,true
CHA-01440,CLI-0331,2026-05-06,56,instalação,false
CHA-01441,CLI-0332,2026-07-08,41,equipamento,true
CHA-01442,CLI-0332,2026-07-10,214,conexão,true
CHA-01443,CLI-0332,2026-03-09,18,financeiro,true
CHA-01444,CLI-0332,2025-08-17,69,conexão,true
CHA-01445,CLI-0332,2025-11-01,32,financeiro,false
CHA-01446,CLI-0332,2025-07-18,207,equipamento,true
CHA-01447,CLI-0334,2025-06-30,90,equipamento,false
CHA-01448,CLI-0334,2025-08-15,72,equipamento,true
CHA-01449,CLI-0334,2025-07-22,23,financeiro,true
CHA-01450,CLI-0334,2025-10-13,40,instalação,true
CHA-01451,CLI-0334,2025-12-11,198,conexão,true
CHA-01452,CLI-0334,2025-11-01,202,instalação,true
CHA-01453,CLI-0334,2025-09-16,160,instalação,true
CHA-01454,CLI-0334,2026-07-24,45,financeiro,true
CHA-01455,CLI-0335,2025-10-27,107,equipamento,true
CHA-01456,CLI-0335,2026-04-23,143,financeiro,true
CHA-01457,CLI-0335,2025-09-20,120,instalação,true
CHA-01458,CLI-0335,2026-06-23,162,conexão,true
CHA-01459,CLI-0335,2025-08-27,123,equipamento,true
CHA-01460,CLI-0335,2025-11-22,103,financeiro,true
CHA-01461,CLI-0336,2025-10-28,50,instalação,true
CHA-01462,CLI-0336,2026-03-17,69,financeiro,false
CHA-01463,CLI-0336,2026-01-12,122,equipamento,true
CHA-01464,CLI-0336,2026-02-02,216,instalação,true
CHA-01465,CLI-0337,2025-08-15,99,conexão,true
CHA-01466,CLI-0337,2025-11-16,32,equipamento,true
CHA-01467,CLI-0338,2025-06-21,14,conexão,true
CHA-01468,CLI-0338,2026-04-16,105,instalação,true
CHA-01469,CLI-0339,2025-06-22,27,conexão,true
CHA-01470,CLI-0339,2026-05-03,121,equipamento,true
CHA-01471,CLI-0339,2026-05-31,183,equipamento,true
CHA-01472,CLI-0339,2025-09-26,192,financeiro,true
CHA-01473,CLI-0339,2026-07-29,74,instalação,true
CHA-01474,CLI-0339,2025-11-11,139,instalação,true
CHA-01475,CLI-0339,2026-05-23,89,equipamento,true
CHA-01476,CLI-0339,2026-02-16,226,equipamento,true
CHA-01477,CLI-0339,2025-12-14,142,equipamento,true
CHA-01478,CLI-0339,2026-05-08,40,equipamento,true
CHA-01479,CLI-0340,2026-05-26,169,conexão,true
CHA-01480,CLI-0340,2026-02-20,22,financeiro,true
CHA-01481,CLI-0341,2025-11-19,222,financeiro,true
CHA-01482,CLI-0341,2025-09-09,206,equipamento,true
CHA-01483,CLI-0341,2026-03-05,169,equipamento,true
CHA-01484,CLI-0341,2026-07-29,38,instalação,true
CHA-01485,CLI-0341,2025-07-19,185,financeiro,false
CHA-01486,CLI-0341,2026-03-07,58,conexão,true
CHA-01487,CLI-0341,2025-06-15,213,financeiro,true
CHA-01488,CLI-0343,2025-06-30,223,equipamento,true
CHA-01489,CLI-0344,2026-06-11,192,equipamento,true
CHA-01490,CLI-0345,2025-07-31,190,conexão,true
CHA-01491,CLI-0345,2025-12-16,159,equipamento,true
CHA-01492,CLI-0345,2025-10-13,49,equipamento,true
CHA-01493,CLI-0345,2026-07-04,89,financeiro,true
CHA-01494,CLI-0345,2025-09-30,124,equipamento,true
CHA-01495,CLI-0345,2026-04-14,130,instalação,true
CHA-01496,CLI-0345,2025-10-20,239,financeiro,true
CHA-01497,CLI-0346,2025-07-13,207,conexão,true
CHA-01498,CLI-0346,2026-03-12,82,financeiro,false
CHA-01499,CLI-0346,2025-09-05,25,instalação,true
CHA-01500,CLI-0346,2026-06-28,93,financeiro,false
CHA-01501,CLI-0346,2025-07-25,151,conexão,true
CHA-01502,CLI-0347,2025-07-12,174,financeiro,true
CHA-01503,CLI-0347,2025-09-25,202,conexão,true
CHA-01504,CLI-0347,2026-01-18,108,conexão,true
CHA-01505,CLI-0347,2026-05-01,15,conexão,true
CHA-01506,CLI-0347,2026-07-16,119,financeiro,true
CHA-01507,CLI-0347,2025-08-28,195,equipamento,false
CHA-01508,CLI-0347,2026-04-22,164,financeiro,true
CHA-01509,CLI-0348,2026-02-03,189,equipamento,true
CHA-01510,CLI-0348,2026-06-29,212,conexão,true
CHA-01511,CLI-0349,2026-01-28,162,financeiro,true
CHA-01512,CLI-0349,2025-10-20,131,instalação,true
CHA-01513,CLI-0349,2025-09-29,163,conexão,true
CHA-01514,CLI-0349,2025-07-28,26,equipamento,true
CHA-01515,CLI-0349,2025-10-03,10,equipamento,true
CHA-01516,CLI-0349,2026-05-29,225,instalação,true
CHA-01517,CLI-0349,2026-06-08,92,instalação,true
CHA-01518,CLI-0350,2025-06-13,69,equipamento,true
CHA-01519,CLI-0350,2026-06-06,16,conexão,true
CHA-01520,CLI-0350,2025-06-19,205,conexão,true
CHA-01521,CLI-0350,2026-07-19,211,equipamento,true
CHA-01522,CLI-0350,2026-06-11,120,equipamento,true
CHA-01523,CLI-0350,2026-06-16,130,financeiro,true
CHA-01524,CLI-0350,2026-07-11,144,conexão,true
CHA-01525,CLI-0350,2025-06-12,191,instalação,true
CHA-01526,CLI-0350,2026-05-18,156,conexão,true
CHA-01527,CLI-0350,2026-06-07,92,conexão,true
CHA-01528,CLI-0351,2026-07-17,57,conexão,true
CHA-01529,CLI-0351,2026-02-12,55,financeiro,true
CHA-01530,CLI-0352,2026-07-23,13,conexão,false
CHA-01531,CLI-0352,2026-01-07,111,equipamento,true
CHA-01532,CLI-0352,2026-02-13,165,conexão,true
CHA-01533,CLI-0352,2025-06-20,34,conexão,true
CHA-01534,CLI-0352,2025-11-26,175,equipamento,true
CHA-01535,CLI-0352,2026-03-25,14,conexão,true
CHA-01536,CLI-0353,2025-10-21,196,instalação,true
CHA-01537,CLI-0353,2026-01-18,30,financeiro,true
CHA-01538,CLI-0353,2026-03-08,17,equipamento,true
CHA-01539,CLI-0353,2026-03-18,68,financeiro,true
CHA-01540,CLI-0353,2025-07-07,87,equipamento,true
CHA-01541,CLI-0354,2025-10-26,209,conexão,true
CHA-01542,CLI-0355,2025-11-15,100,equipamento,false
CHA-01543,CLI-0356,2025-07-26,197,equipamento,true
CHA-01544,CLI-0356,2025-08-23,222,equipamento,true
CHA-01545,CLI-0356,2026-07-07,73,conexão,true
CHA-01546,CLI-0356,2026-04-06,187,conexão,true
CHA-01547,CLI-0356,2025-06-23,27,equipamento,true
CHA-01548,CLI-0356,2025-12-26,16,equipamento,true
CHA-01549,CLI-0356,2025-09-07,68,financeiro,true
CHA-01550,CLI-0357,2026-05-12,96,financeiro,true
CHA-01551,CLI-0357,2026-01-05,75,financeiro,true
CHA-01552,CLI-0358,2025-07-29,109,conexão,true
CHA-01553,CLI-0358,2026-03-27,16,instalação,true
CHA-01554,CLI-0358,2025-11-13,29,equipamento,true
CHA-01555,CLI-0359,2026-06-22,118,instalação,true
CHA-01556,CLI-0359,2026-06-09,206,financeiro,true
CHA-01557,CLI-0359,2025-09-17,52,equipamento,true
CHA-01558,CLI-0360,2025-06-28,127,instalação,true
CHA-01559,CLI-0360,2026-01-18,232,conexão,true
CHA-01560,CLI-0360,2026-06-26,126,conexão,true
CHA-01561,CLI-0361,2025-10-20,162,equipamento,true
CHA-01562,CLI-0361,2026-01-03,17,instalação,true
CHA-01563,CLI-0361,2026-03-20,46,conexão,true
CHA-01564,CLI-0361,2026-02-23,85,equipamento,true
CHA-01565,CLI-0361,2025-11-24,198,equipamento,true
CHA-01566,CLI-0362,2026-07-28,182,equipamento,true
CHA-01567,CLI-0362,2026-04-28,35,financeiro,true
CHA-01568,CLI-0363,2026-05-05,152,instalação,true
CHA-01569,CLI-0363,2025-06-25,234,conexão,false
CHA-01570,CLI-0363,2026-03-15,119,financeiro,false
CHA-01571,CLI-0363,2026-01-04,207,instalação,true
CHA-01572,CLI-0363,2025-09-09,212,equipamento,true
CHA-01573,CLI-0363,2025-07-24,33,financeiro,true
CHA-01574,CLI-0363,2025-11-04,69,financeiro,true
CHA-01575,CLI-0363,2025-11-29,92,financeiro,true
CHA-01576,CLI-0364,2026-06-05,40,financeiro,true
CHA-01577,CLI-0364,2025-08-01,119,instalação,true
CHA-01578,CLI-0364,2025-09-21,200,equipamento,true
CHA-01579,CLI-0364,2025-09-18,192,conexão,true
CHA-01580,CLI-0364,2025-07-01,106,financeiro,true
CHA-01581,CLI-0364,2026-03-04,170,financeiro,true
CHA-01582,CLI-0365,2025-08-08,206,conexão,true
CHA-01583,CLI-0365,2025-07-31,228,equipamento,true
CHA-01584,CLI-0365,2025-11-16,78,conexão,true
CHA-01585,CLI-0365,2026-02-06,49,instalação,true
CHA-01586,CLI-0365,2025-08-23,97,instalação,true
CHA-01587,CLI-0365,2026-07-05,216,financeiro,true
CHA-01588,CLI-0365,2026-01-28,181,conexão,true
CHA-01589,CLI-0365,2025-09-18,60,equipamento,true
CHA-01590,CLI-0365,2025-10-23,32,conexão,true
CHA-01591,CLI-0365,2025-09-02,198,instalação,true
CHA-01592,CLI-0365,2025-09-30,36,financeiro,true
CHA-01593,CLI-0366,2026-05-04,73,financeiro,false
CHA-01594,CLI-0366,2025-10-20,171,financeiro,true
CHA-01595,CLI-0367,2025-11-07,103,equipamento,true
CHA-01596,CLI-0367,2026-06-04,16,conexão,true
CHA-01597,CLI-0367,2025-09-12,157,equipamento,true
CHA-01598,CLI-0367,2026-05-31,7,conexão,true
CHA-01599,CLI-0367,2026-04-27,100,equipamento,true
CHA-01600,CLI-0368,2026-02-14,195,equipamento,true
CHA-01601,CLI-0368,2026-06-24,89,conexão,false
CHA-01602,CLI-0368,2026-07-09,116,equipamento,false
CHA-01603,CLI-0368,2025-08-24,104,equipamento,true
CHA-01604,CLI-0368,2026-06-25,8,equipamento,false
CHA-01605,CLI-0368,2026-03-01,227,conexão,true
CHA-01606,CLI-0368,2025-08-06,220,financeiro,false
CHA-01607,CLI-0370,2025-10-13,99,financeiro,false
CHA-01608,CLI-0370,2025-06-26,123,instalação,true
CHA-01609,CLI-0370,2026-02-22,35,equipamento,true
CHA-01610,CLI-0370,2026-03-06,185,conexão,true
CHA-01611,CLI-0370,2026-05-23,129,instalação,true
CHA-01612,CLI-0370,2026-04-29,205,conexão,true
CHA-01613,CLI-0370,2025-08-22,209,financeiro,true
CHA-01614,CLI-0371,2025-07-22,17,conexão,true
CHA-01615,CLI-0371,2026-04-11,185,instalação,true
CHA-01616,CLI-0371,2026-07-05,122,financeiro,true
CHA-01617,CLI-0371,2026-05-24,76,equipamento,false
CHA-01618,CLI-0371,2025-11-17,46,instalação,true
CHA-01619,CLI-0371,2025-06-24,76,conexão,true
CHA-01620,CLI-0371,2025-11-26,138,financeiro,true
CHA-01621,CLI-0371,2026-03-20,188,equipamento,true
CHA-01622,CLI-0372,2025-06-21,117,conexão,true
CHA-01623,CLI-0372,2026-05-24,56,conexão,true
CHA-01624,CLI-0373,2025-09-16,208,financeiro,false
CHA-01625,CLI-0373,2026-04-20,211,instalação,true
CHA-01626,CLI-0373,2026-06-20,59,conexão,true
CHA-01627,CLI-0373,2026-02-12,16,financeiro,true
CHA-01628,CLI-0373,2025-10-18,174,equipamento,true
CHA-01629,CLI-0374,2025-06-19,237,instalação,true
CHA-01630,CLI-0374,2026-05-23,143,conexão,true
CHA-01631,CLI-0374,2026-07-05,119,equipamento,false
CHA-01632,CLI-0374,2025-08-06,17,equipamento,true
CHA-01633,CLI-0374,2025-09-18,90,instalação,true
CHA-01634,CLI-0374,2026-01-10,45,financeiro,true
CHA-01635,CLI-0375,2025-09-18,99,financeiro,true
CHA-01636,CLI-0375,2026-03-17,183,conexão,true
CHA-01637,CLI-0376,2025-08-06,53,financeiro,true
CHA-01638,CLI-0376,2025-10-24,17,instalação,true
CHA-01639,CLI-0376,2025-10-03,177,instalação,true
CHA-01640,CLI-0377,2025-07-08,197,financeiro,false
CHA-01641,CLI-0377,2025-08-15,150,instalação,true
CHA-01642,CLI-0377,2026-01-28,104,conexão,true
CHA-01643,CLI-0377,2026-01-05,129,conexão,true
CHA-01644,CLI-0377,2026-01-10,151,equipamento,false
CHA-01645,CLI-0377,2025-10-25,20,conexão,true
CHA-01646,CLI-0377,2025-07-30,117,equipamento,true
CHA-01647,CLI-0378,2026-05-13,90,instalação,true
CHA-01648,CLI-0378,2026-05-11,167,instalação,true
CHA-01649,CLI-0378,2026-06-25,131,financeiro,false
CHA-01650,CLI-0378,2026-02-22,70,financeiro,true
CHA-01651,CLI-0378,2026-04-29,78,conexão,true
CHA-01652,CLI-0378,2026-03-24,52,conexão,true
CHA-01653,CLI-0379,2025-12-11,90,equipamento,true
CHA-01654,CLI-0379,2025-10-16,225,financeiro,true
CHA-01655,CLI-0379,2025-10-02,193,equipamento,true
CHA-01656,CLI-0379,2026-01-11,16,financeiro,false
CHA-01657,CLI-0379,2026-03-31,112,financeiro,true
CHA-01658,CLI-0379,2025-08-11,41,equipamento,true
CHA-01659,CLI-0379,2025-11-08,52,conexão,true
CHA-01660,CLI-0379,2025-12-07,232,conexão,true
CHA-01661,CLI-0379,2026-05-29,5,equipamento,true
CHA-01662,CLI-0379,2025-06-17,93,financeiro,true
CHA-01663,CLI-0379,2025-07-13,145,conexão,true
CHA-01664,CLI-0380,2026-01-18,147,conexão,true
CHA-01665,CLI-0380,2025-07-13,202,instalação,false
CHA-01666,CLI-0380,2025-11-29,141,financeiro,true
CHA-01667,CLI-0380,2026-01-21,160,financeiro,true
CHA-01668,CLI-0381,2026-01-29,152,financeiro,true
CHA-01669,CLI-0381,2025-08-22,37,conexão,true
CHA-01670,CLI-0381,2025-09-11,58,conexão,true
CHA-01671,CLI-0381,2025-08-01,183,financeiro,true
CHA-01672,CLI-0381,2026-05-26,38,equipamento,true
CHA-01673,CLI-0381,2026-05-28,183,conexão,true
CHA-01674,CLI-0381,2025-07-30,54,conexão,true
CHA-01675,CLI-0381,2025-07-09,38,conexão,true
CHA-01676,CLI-0381,2026-07-08,109,instalação,true
CHA-01677,CLI-0381,2026-07-31,179,conexão,true
CHA-01678,CLI-0381,2025-06-21,157,financeiro,false
CHA-01679,CLI-0382,2025-06-07,75,conexão,true
CHA-01680,CLI-0382,2026-01-13,46,financeiro,true
CHA-01681,CLI-0382,2025-06-17,227,financeiro,false
CHA-01682,CLI-0382,2025-12-30,129,conexão,true
CHA-01683,CLI-0382,2026-01-26,108,instalação,false
CHA-01684,CLI-0382,2025-12-31,220,equipamento,true
CHA-01685,CLI-0382,2025-07-12,229,conexão,true
CHA-01686,CLI-0382,2025-08-08,105,financeiro,true
CHA-01687,CLI-0382,2025-11-12,210,equipamento,true
CHA-01688,CLI-0382,2026-07-02,82,instalação,true
CHA-01689,CLI-0383,2026-03-18,177,financeiro,true
CHA-01690,CLI-0384,2026-04-08,67,instalação,false
CHA-01691,CLI-0384,2025-06-10,13,financeiro,true
CHA-01692,CLI-0384,2025-08-05,218,instalação,true
CHA-01693,CLI-0384,2025-11-04,132,equipamento,true
CHA-01694,CLI-0384,2025-07-29,73,instalação,true
CHA-01695,CLI-0384,2025-06-29,191,equipamento,false
CHA-01696,CLI-0384,2025-10-17,177,instalação,true
CHA-01697,CLI-0385,2026-02-26,135,conexão,true
CHA-01698,CLI-0385,2026-04-29,199,equipamento,true
CHA-01699,CLI-0385,2026-02-17,206,instalação,true
CHA-01700,CLI-0385,2026-01-10,82,equipamento,true
CHA-01701,CLI-0385,2026-04-01,8,equipamento,true
CHA-01702,CLI-0385,2026-03-13,39,financeiro,true
CHA-01703,CLI-0386,2025-10-15,110,financeiro,true
CHA-01704,CLI-0386,2025-12-10,62,conexão,false
CHA-01705,CLI-0386,2025-08-18,236,conexão,true
CHA-01706,CLI-0386,2025-09-05,180,conexão,true
CHA-01707,CLI-0386,2025-11-03,215,instalação,false
CHA-01708,CLI-0386,2026-05-21,35,conexão,true
CHA-01709,CLI-0386,2025-10-24,119,conexão,false
CHA-01710,CLI-0386,2025-10-20,76,instalação,true
CHA-01711,CLI-0387,2025-12-05,5,conexão,true
CHA-01712,CLI-0387,2026-07-01,170,conexão,false
CHA-01713,CLI-0387,2025-09-13,184,instalação,true
CHA-01714,CLI-0388,2026-07-15,55,conexão,true
CHA-01715,CLI-0388,2025-09-17,93,instalação,true
CHA-01716,CLI-0388,2025-11-09,203,equipamento,true
CHA-01717,CLI-0389,2026-05-27,63,equipamento,true
CHA-01718,CLI-0389,2025-11-15,94,conexão,true
CHA-01719,CLI-0389,2026-06-16,237,conexão,true
CHA-01720,CLI-0389,2025-12-09,16,financeiro,true
CHA-01721,CLI-0390,2026-04-16,60,financeiro,true
CHA-01722,CLI-0390,2026-05-11,240,conexão,true
CHA-01723,CLI-0390,2025-07-11,160,instalação,true
CHA-01724,CLI-0390,2026-05-15,93,financeiro,true
CHA-01725,CLI-0390,2025-08-26,180,financeiro,true
CHA-01726,CLI-0390,2026-02-01,108,conexão,true
CHA-01727,CLI-0390,2025-06-07,232,instalação,true
CHA-01728,CLI-0390,2025-08-31,17,equipamento,true
CHA-01729,CLI-0391,2025-07-29,126,instalação,true
CHA-01730,CLI-0392,2025-06-12,40,conexão,true
CHA-01731,CLI-0392,2025-12-22,45,conexão,true
CHA-01732,CLI-0392,2025-09-02,132,conexão,true
CHA-01733,CLI-0392,2025-08-28,27,financeiro,true
CHA-01734,CLI-0393,2025-09-09,58,instalação,true
CHA-01735,CLI-0394,2026-01-11,83,instalação,true
CHA-01736,CLI-0394,2025-07-07,116,equipamento,true
CHA-01737,CLI-0394,2025-10-12,119,equipamento,false
CHA-01738,CLI-0394,2026-06-17,112,financeiro,true
CHA-01739,CLI-0395,2026-05-11,140,financeiro,true
CHA-01740,CLI-0395,2025-08-21,57,equipamento,true
CHA-01741,CLI-0395,2026-06-22,223,instalação,true
CHA-01742,CLI-0395,2025-11-06,163,instalação,true
CHA-01743,CLI-0395,2026-02-04,77,equipamento,true
CHA-01744,CLI-0396,2025-10-18,48,financeiro,true
CHA-01745,CLI-0396,2025-10-02,89,equipamento,true
CHA-01746,CLI-0396,2025-07-27,127,financeiro,false
CHA-01747,CLI-0398,2025-08-05,97,instalação,true
CHA-01748,CLI-0398,2025-08-10,88,equipamento,true
CHA-01749,CLI-0398,2026-06-19,23,financeiro,false
CHA-01750,CLI-0399,2026-04-30,72,equipamento,true
CHA-01751,CLI-0399,2026-06-07,9,instalação,true
CHA-01752,CLI-0399,2025-12-14,187,equipamento,true
CHA-01753,CLI-0399,2025-08-12,177,equipamento,true
CHA-01754,CLI-0399,2025-10-29,217,conexão,true
CHA-01755,CLI-0401,2025-06-10,7,equipamento,true
CHA-01756,CLI-0402,2026-04-05,193,instalação,true
CHA-01757,CLI-0402,2026-05-06,65,conexão,true
CHA-01758,CLI-0402,2025-07-31,239,financeiro,true
CHA-01759,CLI-0402,2025-10-29,80,equipamento,true
CHA-01760,CLI-0402,2025-06-18,153,conexão,true
CHA-01761,CLI-0402,2025-07-30,46,financeiro,true
CHA-01762,CLI-0403,2025-11-16,228,conexão,true
CHA-01763,CLI-0403,2026-02-20,158,conexão,true
CHA-01764,CLI-0404,2026-06-18,17,conexão,true
CHA-01765,CLI-0404,2025-11-12,15,financeiro,true
CHA-01766,CLI-0404,2025-08-14,146,equipamento,true
CHA-01767,CLI-0404,2025-07-17,162,conexão,true
CHA-01768,CLI-0404,2026-06-25,121,conexão,true
CHA-01769,CLI-0406,2026-03-23,164,financeiro,true
CHA-01770,CLI-0406,2025-09-11,173,financeiro,true
CHA-01771,CLI-0406,2025-09-29,194,instalação,true
CHA-01772,CLI-0406,2026-03-17,52,equipamento,false
CHA-01773,CLI-0406,2025-12-02,86,financeiro,true
CHA-01774,CLI-0406,2026-01-30,150,financeiro,true
CHA-01775,CLI-0406,2026-06-21,231,equipamento,true
CHA-01776,CLI-0406,2026-06-20,41,financeiro,true
CHA-01777,CLI-0406,2026-01-25,151,financeiro,true
CHA-01778,CLI-0407,2025-10-30,199,conexão,true
CHA-01779,CLI-0407,2025-10-12,141,financeiro,true
CHA-01780,CLI-0407,2026-05-13,21,conexão,true
CHA-01781,CLI-0407,2026-05-16,29,financeiro,true
CHA-01782,CLI-0408,2025-07-13,39,conexão,true
CHA-01783,CLI-0408,2026-01-15,50,equipamento,true
CHA-01784,CLI-0408,2025-11-06,127,financeiro,true
CHA-01785,CLI-0409,2025-07-31,116,financeiro,true
CHA-01786,CLI-0409,2026-04-25,51,conexão,true
CHA-01787,CLI-0409,2026-06-30,16,instalação,true
CHA-01788,CLI-0409,2026-03-25,141,financeiro,true
CHA-01789,CLI-0409,2026-06-05,77,equipamento,false
CHA-01790,CLI-0409,2025-10-15,202,conexão,true
CHA-01791,CLI-0410,2026-06-13,5,instalação,true
CHA-01792,CLI-0410,2026-02-15,212,financeiro,true
CHA-01793,CLI-0410,2025-11-03,235,financeiro,true
CHA-01794,CLI-0410,2026-08-01,95,financeiro,false
CHA-01795,CLI-0412,2025-11-14,192,financeiro,true
CHA-01796,CLI-0412,2026-04-28,123,conexão,true
CHA-01797,CLI-0412,2026-02-16,186,conexão,true
CHA-01798,CLI-0414,2025-12-17,73,equipamento,true
CHA-01799,CLI-0415,2025-10-08,142,conexão,false
CHA-01800,CLI-0415,2026-03-05,203,conexão,true
CHA-01801,CLI-0416,2025-08-26,210,conexão,true
CHA-01802,CLI-0417,2025-12-20,143,instalação,true
CHA-01803,CLI-0417,2025-10-14,18,equipamento,false
CHA-01804,CLI-0417,2026-07-23,172,conexão,true
CHA-01805,CLI-0417,2026-05-11,111,conexão,true
CHA-01806,CLI-0418,2026-07-13,101,financeiro,true
CHA-01807,CLI-0419,2026-05-06,29,financeiro,true
CHA-01808,CLI-0419,2026-02-22,6,equipamento,true
CHA-01809,CLI-0419,2026-05-23,78,instalação,true
CHA-01810,CLI-0419,2026-04-12,31,financeiro,true
CHA-01811,CLI-0419,2025-09-30,19,conexão,true
CHA-01812,CLI-0420,2025-11-24,99,conexão,true
CHA-01813,CLI-0420,2026-07-04,91,conexão,true
CHA-01814,CLI-0420,2025-09-09,17,instalação,true
CHA-01815,CLI-0420,2026-06-15,71,equipamento,true
CHA-01816,CLI-0420,2026-03-17,125,financeiro,true
CHA-01817,CLI-0420,2025-09-09,59,instalação,true
CHA-01818,CLI-0420,2026-03-02,117,instalação,true
CHA-01819,CLI-0420,2025-06-23,221,equipamento,true
CHA-01820,CLI-0420,2025-10-08,81,equipamento,true
CHA-01821,CLI-0421,2025-08-16,21,instalação,true
CHA-01822,CLI-0421,2025-12-17,182,instalação,true
CHA-01823,CLI-0422,2025-06-21,115,instalação,false
CHA-01824,CLI-0422,2026-02-08,18,conexão,true
CHA-01825,CLI-0422,2026-06-05,17,instalação,true
CHA-01826,CLI-0423,2025-11-09,194,conexão,true
CHA-01827,CLI-0423,2026-07-06,50,financeiro,true
CHA-01828,CLI-0423,2025-07-16,154,equipamento,true
CHA-01829,CLI-0423,2025-09-24,174,conexão,true
CHA-01830,CLI-0425,2025-07-28,123,conexão,true
CHA-01831,CLI-0425,2025-08-24,86,financeiro,true
CHA-01832,CLI-0425,2026-01-11,10,conexão,true
CHA-01833,CLI-0426,2025-08-10,208,equipamento,true
CHA-01834,CLI-0426,2025-07-10,107,financeiro,false
CHA-01835,CLI-0426,2026-06-22,60,instalação,true
CHA-01836,CLI-0426,2025-09-29,107,financeiro,true
CHA-01837,CLI-0426,2026-03-31,209,conexão,true
CHA-01838,CLI-0427,2026-01-04,6,instalação,false
CHA-01839,CLI-0427,2026-03-03,50,conexão,true
CHA-01840,CLI-0427,2026-03-24,70,conexão,true
CHA-01841,CLI-0427,2025-08-17,110,conexão,true
CHA-01842,CLI-0427,2026-06-09,164,equipamento,false
CHA-01843,CLI-0427,2026-02-17,167,financeiro,true
CHA-01844,CLI-0427,2025-06-09,167,instalação,true
CHA-01845,CLI-0427,2026-03-19,15,instalação,false
CHA-01846,CLI-0428,2026-06-10,72,instalação,true
CHA-01847,CLI-0428,2025-12-12,34,financeiro,true
CHA-01848,CLI-0428,2025-06-21,59,conexão,true
CHA-01849,CLI-0428,2025-10-11,209,conexão,true
CHA-01850,CLI-0428,2026-01-08,71,conexão,true
CHA-01851,CLI-0428,2026-05-05,134,instalação,false
CHA-01852,CLI-0428,2025-11-14,121,instalação,true
CHA-01853,CLI-0430,2025-12-14,123,financeiro,true
CHA-01854,CLI-0430,2025-07-09,76,conexão,true
CHA-01855,CLI-0430,2025-08-04,181,equipamento,true
CHA-01856,CLI-0430,2025-08-06,74,conexão,true
CHA-01857,CLI-0431,2025-08-22,59,financeiro,true
CHA-01858,CLI-0431,2026-06-07,141,conexão,true
CHA-01859,CLI-0431,2026-02-26,102,equipamento,true
CHA-01860,CLI-0431,2026-01-18,60,conexão,true
CHA-01861,CLI-0431,2026-05-17,144,equipamento,true
CHA-01862,CLI-0431,2025-09-01,48,conexão,false
CHA-01863,CLI-0432,2025-08-31,120,financeiro,true
CHA-01864,CLI-0432,2026-06-07,57,equipamento,true
CHA-01865,CLI-0432,2025-07-17,135,equipamento,true
CHA-01866,CLI-0432,2025-08-31,104,equipamento,true
CHA-01867,CLI-0433,2025-07-22,238,conexão,true
CHA-01868,CLI-0433,2026-02-26,194,equipamento,true
CHA-01869,CLI-0433,2025-12-02,231,financeiro,true
CHA-01870,CLI-0433,2026-07-21,58,financeiro,true
CHA-01871,CLI-0434,2025-10-29,230,equipamento,false
CHA-01872,CLI-0434,2025-08-07,78,equipamento,true
CHA-01873,CLI-0434,2025-10-21,114,equipamento,true
CHA-01874,CLI-0435,2026-03-17,135,equipamento,true
CHA-01875,CLI-0435,2026-07-12,134,financeiro,true
CHA-01876,CLI-0435,2025-10-12,140,equipamento,true
CHA-01877,CLI-0435,2025-12-23,52,financeiro,true
CHA-01878,CLI-0435,2026-07-28,48,conexão,false
CHA-01879,CLI-0435,2026-04-21,195,equipamento,true
CHA-01880,CLI-0436,2026-06-15,103,financeiro,true
CHA-01881,CLI-0436,2026-05-22,180,equipamento,true
CHA-01882,CLI-0436,2025-12-11,194,equipamento,true
CHA-01883,CLI-0437,2026-05-21,199,instalação,true
CHA-01884,CLI-0437,2026-07-23,53,instalação,true
CHA-01885,CLI-0437,2025-08-26,8,conexão,true
CHA-01886,CLI-0438,2026-08-01,43,equipamento,true
CHA-01887,CLI-0438,2025-11-03,93,conexão,true
CHA-01888,CLI-0438,2025-08-14,88,financeiro,true
CHA-01889,CLI-0438,2025-06-23,238,instalação,true
CHA-01890,CLI-0439,2025-10-18,67,financeiro,true
