contrato_id,data_concessao,idade,renda_mensal,divida_atual,atrasos_12m,tempo_emprego_meses,valor_solicitado,taxa_juros_mensal,prazo_meses,default_90d
CRD-00971,2023-12-04,18,5047.48,6787.74,0,53,35100.5,4.94,24,0
CRD-00972,2026-03-24,42,13175.07,2094.41,3,107,7382.83,1.99,6,0
CRD-00973,2025-03-24,32,7236.84,991.88,0,216,3031.27,2.85,24,0
CRD-00974,2026-03-21,61,15466.25,11792.12,0,16,12698.39,1.63,24,0
CRD-00975,2025-06-26,57,8754.88,6282.94,0,153,26226.31,2.35,24,1
CRD-00976,2023-11-03,50,12573.45,11337.88,0,108,37370.96,4.9,12,0
CRD-00977,2026-02-27,50,1705.42,1855.11,0,133,14544.89,3.16,12,0
CRD-00978,2026-01-06,29,5649.02,2180.71,0,104,44390.46,4.36,24,0
CRD-00979,2023-03-15,46,17776.11,26253.98,0,179,11157.48,4.94,6,0
CRD-00980,2024-02-03,69,16329.74,7330.13,2,152,44469.16,1.17,12,0
CRD-00981,2025-07-02,51,7785.1,10741.4,2,23,3701.13,2.54,6,0
CRD-00982,2025-04-10,56,5998.59,5280.78,4,47,42677.24,4.41,48,0
CRD-00983,2024-10-29,35,15175.62,19478.13,2,165,11406.93,1.45,48,1
CRD-00984,2025-04-16,48,12021.93,12972.39,2,170,5477.81,5.09,36,0
CRD-00985,2025-11-15,63,2824.16,1116.12,3,213,27817.39,2.7,12,0
CRD-00986,2024-09-14,37,7728.04,7336.48,0,71,40699.53,3.71,18,0
CRD-00987,2024-04-01,27,11333.86,1620.45,0,207,24947.83,2.55,24,0
CRD-00988,2023-11-25,71,10691.43,15227.61,5,181,28468.03,1.42,36,1
CRD-00989,2025-05-15,51,11302.33,934.91,0,110,43108.88,1.32,6,0
CRD-00990,2025-03-07,48,16216.15,21738.09,0,21,19757.35,3.91,24,1
CRD-00991,2023-04-13,19,12768.28,17168.9,0,1,18887.89,4.91,18,0
CRD-00992,2024-06-06,48,13690.3,16472.96,0,40,13181.77,4.08,24,0
CRD-00993,2023-01-14,21,13214.03,12732.82,2,180,22199.99,2.35,12,1
CRD-00994,2026-02-17,29,2786.31,417.88,2,222,19082.28,3.07,12,0
CRD-00995,2023-07-25,55,12791.91,12749.67,1,120,19335.05,3.94,18,0
CRD-00996,2023-06-19,73,15739.83,23529.72,0,93,4127.52,3.62,24,1
CRD-00997,2025-09-22,48,5257.93,2401.06,1,35,44262.33,3.05,6,0
CRD-00998,2025-01-08,34,10222.96,9658.1,3,43,19480.88,1.86,12,0
CRD-00999,2023-08-29,59,12922.47,5775.12,2,24,11454.04,3.89,18,0
CRD-01000,2023-07-30,52,9322.98,9165.72,2,173,43480.41,4.93,18,0
